目标词,匹配词,相似度,是否匹配
织物美学体验快闪空间,2+2,0.503,False
轻松惬意,5+2,0.979,True
悠闲时光,5+2,0.949,True
踏青,4+1,0.921,True
粉色龙蛇,3+2,0.621,False
喜庆,5+2,0.951,True
蟠小龙的店,2+1,0.869,True
窗景,3+2,0.691,False
紫色灯笼街,3+2,0.728,True
白墙黑瓦,3+2,0.676,False
国风意境,3+2,0.781,True
程祠广场,2+1,0.838,True
鱼灯,3+4,0.681,False
年宵花,3+4,0.849,True
手工艺品,3+4,0.722,True
好吃好玩好逛好拍,5+2,0.796,True
白天,5+2,0.742,True
晚上,5+2,0.82,True
大红锦鲤,3+1,0.781,True
喜庆度,5+2,0.931,True
江南风味,3+4,0.923,True
彩灯,3+2,0.872,True
划船,4+1,0.938,True
老爷爷,5+2,0.859,True
上班,4+1,0.675,False
乐趣,5+3,0.713,False
游逛感,5+2,0.851,True
自然,3+1,0.83,True
自在,5+2,0.865,True
体验,5+2,0.698,False
商家导视,2+3,0.65,False
引流,4+1,0.853,True
曝光,5+1,0.894,True
激发,5+3,0.72,False
历史肌理,3+2,0.806,True
当代需求,5+1,0.552,False
空间缝合,2+2,0.553,False
功能缝合,2+1,0.689,False
文化资产运营,3+3,0.452,False
历史IP再造,3+3,0.588,False
非遗活态实验,3+3,0.485,False
微度假商业,2+1,0.629,False
精准客群切割,5+1,0.457,False
反传统招商逻辑,5+1,0.554,False
儿时年味,5+3,0.821,True
江南百景,3+5,0.797,True
万家灯火,5+2,0.889,True
千盏巳物灯盏,3+2,0.74,True
八方来客,5+2,0.816,True
乙巳蛇年,3+3,0.695,False
美好江南灯会,3+5,0.765,True
灵蛇彩灯,3+2,0.755,True
非遗元素,3+3,0.615,False
栩栩如生,5+3,0.868,True
萌态十足,5+3,0.713,False
本命年,3+3,0.808,True
灵蛇合影,4+1,0.705,False
年度大片,5+3,0.69,False
桥畔水榭,2+2,0.85,True
火红,3+2,0.817,True
中国红鲤鱼花灯,3+4,0.629,False
活灵活现,5+3,0.777,True
随风游弋,4+1,0.807,True
千盏蛇影灯,3+3,0.785,True
烟火人间,5+2,0.905,True
盛世江南年味灯会,3+3,0.746,True
热闹的小巷,5+2,0.854,True
人流串行,4+1,0.785,True
河边廊桥,3+2,0.928,True
美妙的音乐声,5+2,0.582,False
水岸光影秀,4+1,0.697,False
水幕投影,2+3,0.689,False
光影流转,5+2,0.775,True
老上海,3+5,0.643,False
人间百味故事,5+3,0.791,True
极致中式浪漫,5+3,0.839,True
具象化,3+2,0.82,True
时间宽裕,5+2,0.81,True
夏夜,5+2,0.836,True
走走,4+1,1.0,True
舒适,5+2,0.888,True
整体,5+2,0.825,True
干净,5+1,0.629,False
麻麻,5+3,0.842,True
人文的江南,3+3,0.76,True
URBANRETREAT,5+2,0.673,False
青砖黛瓦,3+2,0.875,True
檐角,3+2,0.936,True
千年时光,5+2,0.85,True
香花桥头,3+2,0.949,True
十四行诗,5+3,0.638,False
粉色结界,3+2,0.565,False
极致浪漫,5+3,0.842,True
世外桃源,5+2,1.0,True
江南水鄉,3+1,0.929,True
煙雨朦朧,5+2,0.778,True
人潮洶湧,5+2,0.668,False
幽靜,5+2,0.814,True
下午茶,2+1,0.902,True
時光,5+3,0.623,False
打卡,4+1,0.691,False
剪辑,4+1,0.875,True
空间氛围,5+2,0.624,False
舒服松弛,5+2,0.869,True
空间美,3+2,0.735,True
水边舒服,5+2,0.799,True
码头,2+3,0.829,True
通透视野,5+2,0.822,True
现代历史穿行,5+3,0.712,False
出品,3+4,0.906,True
服务,2+3,0.598,False
花花世界,3+5,0.742,True
生态,3+1,0.888,True
城市绿地,3+1,0.683,False
水系,3+1,0.833,True
生态绿地,3+1,0.852,True
活动策划,4+1,0.678,False
人流量,5+1,0.738,True
舒适度,5+1,0.711,False
步行距离,2+3,0.635,False
规划开发,5+1,0.454,False
古镇模版,3+2,0.85,True
手摇船,4+1,0.793,True
筇所,2+1,0.937,True
糖晶,3+4,0.873,True
玉兰蛋糕,3+4,0.804,True
时令春鲜,3+4,0.927,True
烛火,3+2,0.758,True
浪漫春天,5+2,0.757,True
江南小桥流水,3+1,0.815,True
短暂,5+2,0.845,True
适宜季节,5+1,0.696,False
微风阵阵,3+1,0.77,True
傍晚,5+2,0.874,True
夜色撩人,5+2,0.796,True
风景如画,5+2,0.937,True
露天餐厅,2+1,0.669,False
用餐,2+1,0.872,True
古镇江南水乡,3+1,0.908,True
商业街区,2+1,0.873,True
露天座位,2+2,0.484,False
上海适宜季节,5+1,0.588,False
古色古香,3+2,0.921,True
逛一逛,4+1,0.877,True
品尝,4+1,0.883,True
撩人夜色,5+2,0.823,True
人来人往,5+2,0.783,True
简单美好,5+2,0.877,True
人文,3+3,0.737,True
现代商业,5+1,0.702,False
选择丰富,5+1,0.492,False
放心,5+2,0.944,True
业态,2+1,0.768,True
街道,3+2,0.85,True
主题,3+5,0.749,True
春日元素,3+1,0.799,True
拍照点,2+3,0.687,False
处处皆景,3+1,0.792,True
处处可拍,5+2,0.732,True
卖花,4+1,0.513,False
五颜六色,3+1,0.8,True
花,3+1,0.788,True
太阳,3+1,0.901,True
茉酸奶,3+4,0.883,True
芝士牛肉卷,3+4,0.636,False
装置,2+3,0.639,False
游乐园,2+1,0.724,True
有意思,5+2,0.781,True
玩秋千,4+1,0.868,True
走红毯,4+1,0.699,False
浓浓商业味,5+1,0.703,False
客流,5+1,0.914,True
灵蛇灯,3+4,0.726,True
古桥,3+2,0.98,True
流水,3+1,0.929,True
非遗传承人,3+3,0.649,False
手工打造,2+1,0.844,True
巨型,3+2,0.788,True
祥云,3+2,0.866,True
年味,5+2,0.951,True
蛇影灯,3+2,0.69,False
蛇纹,3+2,0.669,False
红色鲤鱼灯,3+4,0.734,True
灵蛇,3+1,0.699,False
豫园,3+2,0.893,True
摩肩接踵,5+2,0.776,True
沉浸式春节,4+1,0.694,False
年味淡,5+2,0.899,True
巳物影江南年,5+3,0.909,True
古镇气质,5+2,0.927,True
步行即可到达,5+1,0.634,False
交通十分便捷,5+1,0.326,False
起源可以追溯到1400多年前的隋朝,3+2,0.496,False
古镇遗韵与现代生活完美融合,5+2,0.842,True
商业面积虽然不大,5+1,0.784,True
超23万平米的绿地和丰沛的自然水系,3+1,0.59,False
独特的购物体验,5+1,0.511,False
近20家上海及全国首店,2+1,0.548,False
60+家区域首店,2+1,0.551,False
商品种类,2+3,0.63,False
江南水乡的韵味,5+2,0.805,True
在地美食品牌,3+4,0.764,True
记忆中的江南味道,5+3,0.709,False
可可爱爱,5+3,0.69,False
心情愉快,5+3,0.73,True
HARMAY话梅,2+1,0.823,True
面包工坊,2+1,0.698,False
店中店,2+1,0.715,False
专属定制,4+1,0.676,False
产品,2+3,0.693,False
潮汕融合餐厅,2+1,0.684,False
满坐,2+2,0.645,False
香椿豆腐,3+4,0.782,True
春天的气息,5+2,0.787,True
海鱼,3+1,0.715,False
鲜味,3+4,0.806,True
砂锅妙龄乳鸽,3+4,0.838,True
特色,3+3,0.744,True
肉质鲜嫩多汁,3+4,0.744,True
冰皮抹茶糕,3+4,0.88,True
桂花酒酿米浆,3+4,0.737,True
口感清甜,3+4,0.831,True
凤凰单枞,3+4,0.829,True
聊天品茗,2+1,0.673,False
春色,3+1,0.864,True
粉龙蛇,3+4,0.806,True
新老建筑,3+2,0.87,True
沿河岸,3+1,0.901,True
空间肌理,3+2,0.609,False
历史建筑,3+2,1.0,True
凤来桥,3+2,0.95,True
现代设计,3+2,0.634,False
布局,3+2,0.715,False
新春庙会,4+1,0.815,True
上海话方言报站,3+3,0.618,False
玻璃幕墙,2+1,0.601,False
摇橹船,2+3,0.909,True
晚霞,3+1,0.899,True
水墨江南,3+2,0.886,True
摩登幻境,5+3,0.806,True
古戏台,3+2,1.0,True
绿竹,3+1,0.798,True
几何切割,3+2,0.565,False
水巷咖啡馆,2+1,0.733,True
夕阳,3+1,0.95,True
鎏金拿铁,3+4,0.573,False
光影墙,2+3,0.735,True
树影,3+1,0.839,True
斑驳,3+2,0.812,True
泼墨成诗,5+3,0.683,False
石板桥,3+2,0.937,True
天空之镜,3+1,0.738,True
玻璃廊桥,2+2,0.729,True
克莱因蓝,3+2,0.746,True
倒影,3+1,0.78,True
金色潮汐,3+1,0.875,True
马头墙,3+2,0.752,True
灯笼,3+2,0.811,True
江南会客厅,2+1,0.811,True
复古原貌,3+2,0.882,True
魔都,3+5,0.726,True
南洋旧梦,5+3,0.651,False
传统海派,3+3,0.737,True
时尚摩登,5+2,0.847,True
一步一景,5+2,0.781,True
户外泳池,2+3,0.543,False
绿意盎然,3+1,0.711,False
中式茶艺室,2+1,0.754,True
西式壁炉,3+2,0.636,False
雪茄吧,2+1,0.682,False
主题房型,2+1,0.651,False
用餐环境,2+3,0.622,False
高颜值,5+2,0.831,True
美味,3+4,0.75,True
花鸟水集,3+1,0.66,False
细雨,3+1,0.957,True
美出了新高度,5+3,0.545,False
水很干净,3+1,0.526,False
商业发达,5+1,0.709,False
灯光好看,5+2,0.898,True
灯光秀,4+1,1.0,True
环境古色古香,3+2,0.782,True
黄金蟹粉板面,3+4,0.689,False
鲜虾小馄饨,3+4,0.903,True
环境复古港风,3+2,0.706,False
香芒雪糕拉面,3+4,0.879,True
份量很足,5+1,0.562,False
湖景,3+1,0.784,True
古镇风光,3+2,0.763,True
适合拍照,4+1,0.965,True
靠河的咖啡店,2+1,0.787,True
差馆,2+1,0.903,True
边逛边休息,4+1,0.837,True
古镇风建筑,3+2,0.858,True
姨姨们,5+2,0.867,True
舒适圈,5+2,0.771,True
社交贴贴,4+1,0.689,False
离市区近,5+1,0.709,False
乌镇风光,3+1,0.796,True
免费的儿童乐园,2+3,0.489,False
好逛的市集,2+1,0.72,False
环境不错,5+2,0.787,True
味道也不错的餐厅,3+4,0.59,False
FoodieTempo美时蟠龙天地店,2+1,0.766,True
河边的景观位,2+2,0.697,False
二楼的户外景观位,2+2,0.538,False
酱烤猪肋排,3+4,0.668,False
鹅肝蘑菇烩饭,3+4,0.712,False
仿古建筑,3+2,0.946,True
春日主题装置,2+1,0.739,True
南墅泾码头,2+3,0.761,True
香花桥旁,3+2,0.931,True
余德耀美术馆油菜花田,3+1,0.753,True
素心,3+3,0.815,True
寂静,5+2,0.79,True
诗和远方,5+3,0.639,False
生活的美好,5+2,0.871,True
内心的平静,5+3,0.81,True
踏春,4+1,0.724,True
生命力,5+3,0.549,False
花瓣,3+1,0.809,True
微光,5+2,0.812,True
烦恼,5+3,0.726,True
跳跃,4+1,0.572,False
生机勃勃,5+2,0.934,True
春日氛围,5+2,0.843,True
樱花季,3+1,0.665,False
朋友,5+3,0.632,False
人造古镇,3+2,0.868,True
商户,2+1,0.759,True
人气最旺,5+2,0.826,True
建议,5+1,0.693,False
哇R,5+3,0.747,True
古镇化的商场,2+1,0.818,True
千年古镇,3+2,0.859,True
保留,5+2,0.783,True
艺术展览,2+1,0.733,True
户外运动,4+1,0.525,False
网红餐饮,2+1,0.648,False
年轻人扎堆,5+2,0.704,False
微度假胜地,5+1,0.654,False
老粮仓,2+1,0.849,True
先锋展览,2+1,0.73,True
BlueBottle咖啡,2+1,0.56,False
百年老宅,3+2,0.756,True
天井,3+2,1.0,True
户外马场,2+1,0.623,False
皮划艇,4+1,0.946,True
周末市集,4+1,0.842,True
汉服活动,4+1,0.711,False
非遗叶榭软糕,3+4,0.822,True
后花园,3+2,0.738,True
凉亭,2+1,0.841,True
水汽,3+1,0.82,True
冰推车,4+1,0.651,False
汽水饮料,2+3,0.813,True
草地音乐,4+1,0.53,False
穿越花海,3+1,0.738,True
休息,2+3,0.814,True
巨美,5+3,0.663,False
巨划算,5+1,0.632,False
涵春桥,3+2,0.979,True
鸟亭,2+1,0.884,True
叽叽喳喳,5+2,0.942,True
春天的活力,5+2,0.824,True
热闹非凡,5+2,0.802,True
春日气息,5+2,0.828,True
熙熙攘攘,5+2,0.918,True
初春,3+1,0.804,True
CityPet宠物巡游,4+1,0.506,False
狗狗车队,2+3,0.481,False
小狗荡秋千,4+1,0.696,False
吧唧风铃DIY,4+1,0.884,True
情绪小补丁,5+3,0.608,False
rua狗,4+1,0.8,True
春日晒太阳,4+1,0.678,False
宠物互动体验,2+3,0.447,False
天地绿动生活节,4+1,0.755,True
绿心社区好绿友计划,5+2,0.529,False
自带杯买咖啡,2+1,0.709,False
徒步逛宠物集市,4+1,0.569,False
绿色消费,5+1,0.453,False
活动签到,4+1,0.589,False
积攒??心,5+3,0.656,False
再生材料,2+3,0.518,False
春日疗愈小礼,5+3,0.807,True
艾草按摩捶,2+3,0.684,False
种子卡片,2+3,0.736,True
环保,5+1,0.645,False
贴心,5+2,0.956,True
打工人的松弛游乐场,5+2,0.573,False
无意间发现,5+2,0.766,True
宝藏商圈,2+1,0.845,True
非常好逛,5+2,0.898,True
水干净,3+1,0.763,True
评弹,3+4,0.714,False
花灯,3+3,0.923,True
原生故事,3+3,0.757,True
建筑历史,3+2,0.942,True
美轮美奂,3+2,0.821,True
高雅动听,5+2,0.924,True
古曲新声,3+3,0.816,True
天工织物,3+4,0.731,True
美学体验,5+2,0.816,True
精美绝伦,5+3,0.733,True
琳琅满目,5+2,0.776,True
江南风物,3+3,0.794,True
微度假心情,5+3,0.634,False
新春年味,5+2,0.717,False
灯会,4+1,0.967,True
大型蛇年灯组,3+3,0.609,False
巨型鱼灯,3+3,0.69,False
大号灯笼,2+3,0.906,True
紫色灯组,2+3,0.689,False
星愿树,3+2,0.653,False
打卡点,2+3,0.913,True
新春灯海,3+1,0.848,True
乙巳庙会,3+4,0.899,True
非遗表演,3+3,0.676,False
蛇年新春氛围,5+2,0.666,False
紫色灯笼,2+3,0.8,True
巨型灵蛇,3+2,0.669,False
限定印章,2+3,0.558,False
蟠龙水集乙巳庙会,3+4,0.852,True
拓印活动,4+1,0.691,False
新年活动,4+1,0.603,False
非遗演出,3+3,0.681,False
天黑,5+2,0.801,True
孩子们,5+2,0.763,True
花式炸街,4+1,0.796,True
吸睛,5+2,0.949,True
吧唧许愿签,3+4,0.777,True
幸福感,5+3,0.637,False
女粉,5+2,0.756,True
撸,4+1,0.948,True
结婚登记仪式,4+1,0.759,True
花瀑,3+1,0.869,True
老爷爷摇橹,4+1,0.673,False
木质桥体,3+2,0.777,True
樱花同框,3+1,0.769,True
河道纵深,3+1,0.864,True
桥面樱花倒影,3+1,0.788,True
镜花水月,3+1,0.724,True
金鱼缸,2+3,0.643,False
光斑,3+1,0.712,False
人群,5+2,0.695,False
天然滤镜,3+1,0.446,False
古亭飞檐,3+2,0.85,True
灵鸟群,3+1,0.807,True
知否片场,3+3,0.728,True
滨水,3+1,0.791,True
桥边,3+2,0.969,True
砾石区,3+1,0.75,True
模型,2+3,0.562,False
玉米画,3+4,0.637,False
海娜,3+4,0.749,True
科研机构,2+1,0.592,False
国庆,4+1,0.814,True
下雨天,5+2,0.766,True
带小孩,4+1,0.619,False
年轻人,5+2,0.726,True
中老年群体,5+1,0.654,False
零食,3+4,0.83,True
手工,3+4,0.744,True
甜酒,3+4,0.937,True
香水,3+4,0.807,True
个性,5+2,0.715,False
摊主,2+3,0.75,True
心血,5+3,0.47,False
小工艺品,2+3,0.72,False
梅见,3+4,0.876,True
投壶,4+1,0.883,True
南丰城,2+1,0.905,True
中秋集市,4+1,0.682,False
香包,3+4,0.895,True
走廊,2+2,0.707,False
五子棋,4+1,0.809,True
体验性,5+1,0.652,False
茶杯,2+3,0.897,True
花车巡游,4+1,0.721,True
老司机,4+1,0.622,False
遛狗胜地,2+3,0.515,False
车位,2+3,0.627,False
宠物秋千,2+3,0.832,True
萌宠大茶杯,2+1,0.9,True
宠物吧唧许愿树,2+3,0.7,False
宠物花车巡游,4+1,0.513,False
春花,3+1,0.793,True
繁花瀑布,3+1,0.703,False
文鸟,3+1,0.845,True
鱼跃霓裳,3+3,0.745,True
水上花船巡游,4+1,0.736,True
灯光,2+3,0.886,True
摩登店铺,2+1,0.685,False
日式清新,3+2,0.782,True
江南水乡plus版,3+1,0.871,True
复原蟠龙港,3+2,0.793,True
历史景观,3+1,0.864,True
文化遗址,3+2,0.953,True
夜间灯光,3+2,0.993,True
蟠龙湾游船,4+1,0.791,True
当代艺术展览,3+3,0.657,False
网红旋转楼梯,2+1,0.636,False
猫空书店,2+1,0.618,False
木墨家居,2+1,0.761,True
手作农夫市集,4+1,0.568,False
汉服巡游,4+1,0.67,False
无动力儿童游乐区,2+3,0.544,False
沉浸式感受,5+2,1.0,True
文艺与商业融合,5+1,0.527,False
亲子友好体验,5+2,0.599,False
撑船,4+1,0.875,True
划行,4+1,0.92,True
船,2+3,0.916,True
五彩缤纷,5+2,0.923,True
好天气,5+2,0.921,True
天气很好,5+2,0.898,True
水上表演,4+1,0.728,True
歌剧,3+3,0.782,True
潜水员,4+1,0.576,False
装扮,5+2,0.855,True
小玩意,3+4,0.836,True
夏天夜晚,5+2,0.835,True
躲避炎热,5+2,0.753,True
饭后散步,4+1,0.679,False
帐篷,2+3,0.572,False
绿植,3+1,0.742,True
露营灯,2+3,0.903,True
户外,2+2,0.763,True
空间,2+2,0.566,False
宽敞,2+2,0.557,False
大长桌,2+2,0.516,False
团建,4+1,0.867,True
温馨,5+2,1.0,True
烤肉,3+4,0.774,True
种类繁多,3+4,0.554,False
新鲜,5+2,0.684,False
牛肉,3+4,0.54,False
羊肉,3+4,0.632,False
五花肉,3+4,0.914,True
色泽诱人,3+4,0.841,True
纹理清晰,3+2,0.76,True
烤盘,2+3,0.813,True
滋滋冒油,3+4,0.815,True
香气扑鼻,5+2,0.893,True
热情,5+2,0.889,True
周到,5+1,0.857,True
细心,5+2,0.899,True
用餐感受,5+2,0.803,True
响应,4+1,0.695,False
露天,2+2,0.731,True
连锁,2+1,0.753,True
围炉烧烤,4+1,0.714,False
小朋友,5+3,0.758,True
寺庙,2+1,0.79,True
学骑马,4+1,0.45,False
猫咖,2+1,0.755,True
狗咖,2+1,0.691,False
便利店,2+3,0.665,False
卫生间,2+3,0.523,False
传统江南水乡,3+2,0.819,True
新中式古典美,3+2,0.681,False
小资浪漫情调,5+2,0.814,True
所有年龄段,5+1,0.591,False
溜达,4+1,0.862,True
节假日,5+1,0.561,False
集市活动,4+1,0.706,False
城市的记忆,5+3,0.766,True
高颜菜场,2+1,0.915,True
灵气所在,5+2,0.891,True
老字号,3+4,0.754,True
品质网红,5+1,0.667,False
口碑名店,2+1,0.709,False
菜场茶馆夜宵,2+1,0.799,True
麻辣烫,3+4,0.867,True
葱油饼,3+4,0.852,True
黄泥螺,3+4,0.902,True
烧腊,3+4,0.918,True
大壶春生煎,3+4,0.847,True
艺术品,3+3,0.672,False
油条,3+4,0.837,True
蒸屉,3+4,0.543,False
竹簸箩,2+3,0.829,True
精致烟火气,5+2,0.824,True
落日,3+1,0.864,True
水域视野开阔,3+1,0.757,True
芒草,3+1,0.904,True
粉黛,3+1,0.851,True
画面,5+2,0.816,True
闪闪发光,5+2,0.903,True
世纪落日,3+1,0.808,True
木屋,2+1,0.679,False
洞穴,3+1,0.687,False
白橡木,2+1,0.702,False
手工陶砖,3+2,0.659,False
木纹混凝土,3+2,0.572,False
自然朴素之美,5+2,0.79,True
养宠人的天堂,5+2,0.697,False
天气好,5+2,0.916,True
骑马,4+1,0.552,False
宠物巡游,4+1,0.546,False
打工怨气,5+2,0.625,False
松弛游乐场,2+1,0.808,True
套圈圈,4+1,0.763,True
写对联,4+1,0.808,True
拓印,4+1,0.802,True
糖画,3+4,0.93,True
打钱眼,3+3,0.69,False
飞镖,2+3,0.772,True
打年糕,3+4,0.889,True
滑滑梯,2+3,0.67,False
跷跷板,2+3,0.557,False
沙坑,2+3,0.72,False
洞洞屋,2+1,0.667,False
床,2+3,0.503,False
弹簧网,2+3,0.779,True
独木桥,3+2,0.985,True
攀爬支柱,4+1,0.644,False
转转床,2+3,0.583,False
平衡弹力桥,2+3,0.828,True
小喷泉,2+3,0.756,True
狗狗乐园,2+1,0.702,False
铁艺造型,2+3,0.584,False
面包界的爱马仕刺客生吐司,3+4,0.687,False
软糯,3+4,0.924,True
羡慕哭了,5+3,0.618,False
爱,5+3,0.704,False
一叠纸片,2+3,0.589,False
错峰时段,5+1,0.69,False
石桥石板路,3+2,0.869,True
四叶草酒店,2+1,0.697,False
旅行团略多,5+1,0.622,False
大厅有一点点嘈杂,5+2,0.512,False
熟悉地形,4+1,0.711,False
看夕阳花灯夜景,4+1,0.826,True
人流量尚可,5+1,0.633,False
奥乐齐买点,2+1,0.659,False
避开人流高峰,5+1,0.538,False
古镇风情,3+2,0.889,True
排泄物收集袋,2+3,0.757,True
过滤水装置,2+3,0.685,False
露营,4+1,0.714,False
同心乐园,2+1,0.85,True
棒球场,2+1,0.473,False
滑板公园,2+1,0.578,False
运动乐园,2+1,0.673,False
游船体验,4+1,0.717,False
非遗编织技艺,3+3,0.746,True
江南游船,4+1,0.881,True
水乡人家生活,5+2,0.841,True
天气,5+2,0.822,True
高处,3+1,0.711,False
风味,3+4,0.944,True
乌篷船,2+3,0.917,True
传统游戏,4+1,0.62,False
撸狗,4+1,0.692,False
喂羊驼,4+1,0.569,False
喂小鹿,4+1,0.705,False
喝奶茶,4+1,0.832,True
发会呆,5+2,0.717,False
拍照打卡点,4+1,0.929,True
节目,4+1,0.755,True
送小礼物,5+1,0.647,False
狗狗聚会,4+1,0.53,False
玩,4+1,0.71,False
古与今,5+2,0.779,True
复古,3+2,0.923,True
洋气,5+2,0.895,True
光线柔和,5+2,1.0,True
室外拍照,4+1,0.803,True
微风拂面,5+2,0.877,True
人少,5+2,0.789,True
家,2+1,0.803,True
住在,4+1,0.815,True
出门,4+1,0.911,True
即是,5+2,0.816,True
家乡的味道,5+3,0.736,True
头牌菜,3+4,0.925,True
鲜嫩多汁,3+4,0.869,True
葱香浓郁,3+4,0.709,False
经典,5+3,0.806,True
蒜瓣状,3+4,0.776,True
嫩滑Q弹,3+4,0.814,True
古法腌制,3+4,0.738,True
手工制作,3+4,0.681,False
鲜掉眉毛,3+4,0.752,True
鲜上加鲜,3+4,0.885,True
酸汤开胃,3+4,0.665,False
牛肉嫩滑,3+4,0.605,False
醇厚鲜香,3+4,0.867,True
酥脆掉渣,3+4,0.787,True
色泽红亮,3+4,0.725,True
酱香浓郁,3+4,0.944,True
紧实有嚼劲,3+4,0.816,True
拍照打卡,4+1,0.891,True
热情周到,5+2,0.88,True
体验感拉满,5+3,0.648,False
感慨,5+3,0.783,True
忒吧,5+3,0.842,True
拥抱春天,5+3,0.869,True
桥中,3+2,0.979,True
仙境,3+1,0.869,True
夜晚,5+2,0.816,True
暖意,5+2,0.887,True
入口处,2+3,0.767,True
自然气息,5+2,0.717,False
欢快叫声,5+2,0.865,True
文创,3+4,0.806,True
逛到停不下来,5+2,0.738,True
活动,4+1,0.767,True
闺蜜,5+3,0.86,True
随手一拍,4+1,0.853,True
大片,5+2,0.861,True
雕塑艺术作品,3+2,0.788,True
