目标词,匹配词,相似度,是否匹配
蟠龙MIAO语,3,0.822,TRUE
赛博请福,3,0.8,TRUE
江南风物季定制印章,3,0.86,TRUE
手作沙龙,4,0.834,TRUE
沪剧非遗传承人,3,0.953,TRUE
氧音映社,2,0.738,TRUE
东方美学体验,3,0.712,FALSE
后备箱市集,2,0.763,TRUE
原创IP市集,2,0.382,FALSE
在地内容,3,0.852,TRUE
社群社区活动,4,0.542,FALSE
诗意,5,0.868,TRUE
古镇遗韵,3,0.925,TRUE
现代生活,5,0.771,TRUE
商业面积,2,0.742,TRUE
自然水系,3,0.8,TRUE
购物体验,5,0.672,FALSE
在地美食,3,0.868,TRUE
年之糕,3,0.924,TRUE
江南味道,5,0.893,TRUE
燃冉青年艺术家孵化计划,3,0.624,FALSE
爱宠人士,5,0.845,TRUE
历史文化,3,0.958,TRUE
商业休闲,2,0.69,FALSE
江南特色,3,0.955,TRUE
庵市,2,0.946,TRUE
江南在地文化,3,0.944,TRUE
张灯结彩,5,0.954,TRUE
天地世界音乐节,4,0.574,FALSE
水乐蟠龙,3,0.844,TRUE
蟠龙光影,3,0.899,TRUE
城市微度假体验,4,0.734,TRUE
撒野,4,0.896,TRUE
围观,4,0.765,TRUE
荡秋千,4,0.924,TRUE
C位出道,5,0.776,TRUE
春日暖阳,3,1,TRUE
江南织造艺术,3,0.882,TRUE
海派都市,3,0.72,FALSE
水上巨型装置,2,0.767,TRUE
苏式盘扣,3,0.821,TRUE
江南龙船,2,0.911,TRUE
蟠龙牌坊,3,0.856,TRUE
北市教堂,2,0.737,TRUE
油纸伞,3,0.689,FALSE
江南织造,3,0.97,TRUE
织物美学体验快闪空间,2,0.62,FALSE
轻松惬意,5,0.979,TRUE
悠闲时光,5,0.949,TRUE
踏青,4,0.921,TRUE
粉色龙蛇,3,0.669,FALSE
喜庆,5,0.951,TRUE
蟠小龙的店,2,0.869,TRUE
窗景,3,0.691,FALSE
紫色灯笼街,3,0.728,TRUE
白墙黑瓦,3,0.963,TRUE
国风意境,3,0.804,TRUE
程祠广场,2,0.838,TRUE
鱼灯,3,0.835,TRUE
年宵花,3,0.89,TRUE
手工艺品,3,0.873,TRUE
好吃好玩好逛好拍,5,0.796,TRUE
白天,5,0.814,TRUE
晚上,5,0.82,TRUE
大红锦鲤,3,0.825,TRUE
喜庆度,5,0.931,TRUE
江南风味,3,0.957,TRUE
彩灯,3,0.927,TRUE
划船,4,0.938,TRUE
老爷爷,5,0.859,TRUE
上班,4,0.675,FALSE
乐趣,5,0.892,TRUE
游逛感,5,0.851,TRUE
自然,3,0.83,TRUE
自在,5,0.865,TRUE
体验,5,0.698,FALSE
商家导视,2,0.665,FALSE
引流,4,0.853,TRUE
曝光,5,0.894,TRUE
激发,5,0.751,TRUE
历史肌理,3,0.938,TRUE
当代需求,5,0.658,FALSE
空间缝合,2,0.695,FALSE
功能缝合,2,0.689,FALSE
文化资产运营,3,0.875,TRUE
历史IP再造,3,0.654,FALSE
非遗活态实验,3,0.542,FALSE
微度假商业,2,0.629,FALSE
精准客群切割,5,0.57,FALSE
反传统招商逻辑,5,0.569,FALSE
儿时年味,5,0.834,TRUE
江南百景,3,0.991,TRUE
万家灯火,5,0.889,TRUE
千盏巳物灯盏,3,0.807,TRUE
八方来客,5,0.818,TRUE
乙巳蛇年,3,0.782,TRUE
美好江南灯会,3,0.827,TRUE
灵蛇彩灯,3,0.856,TRUE
非遗元素,3,0.624,FALSE
栩栩如生,5,0.906,TRUE
萌态十足,5,0.84,TRUE
本命年,3,0.859,TRUE
灵蛇合影,4,0.705,FALSE
年度大片,5,0.69,FALSE
桥畔水榭,2,0.944,TRUE
火红,3,0.817,TRUE
中国红鲤鱼花灯,3,0.651,FALSE
活灵活现,5,0.825,TRUE
随风游弋,4,0.807,TRUE
千盏蛇影灯,3,0.785,TRUE
烟火人间,5,0.905,TRUE
盛世江南年味灯会,3,0.794,TRUE
热闹的小巷,5,0.854,TRUE
人流串行,4,0.785,TRUE
河边廊桥,3,0.928,TRUE
美妙的音乐声,5,0.598,FALSE
水岸光影秀,4,0.697,FALSE
水幕投影,2,0.689,FALSE
光影流转,5,0.88,TRUE
老上海,3,0.952,TRUE
人间百味故事,5,0.791,TRUE
极致中式浪漫,5,0.839,TRUE
具象化,3,0.832,TRUE
时间宽裕,5,0.883,TRUE
夏夜,5,0.836,TRUE
走走,4,1,TRUE
舒适,5,0.888,TRUE
整体,5,0.825,TRUE
干净,5,0.892,TRUE
麻麻,5,0.88,TRUE
人文的江南,3,0.851,TRUE
URBANRETREAT,5,0.796,TRUE
青砖黛瓦,3,0.939,TRUE
檐角,3,0.936,TRUE
千年时光,5,0.85,TRUE
香花桥头,3,0.949,TRUE
十四行诗,5,0.808,TRUE
粉色结界,3,0.601,FALSE
极致浪漫,5,0.842,TRUE
世外桃源,5,1,TRUE
江南水鄉,3,0.929,TRUE
煙雨朦朧,5,0.909,TRUE
人潮洶湧,5,0.699,FALSE
幽靜,5,0.937,TRUE
下午茶,2,0.902,TRUE
時光,5,0.98,TRUE
打卡,4,0.691,FALSE
剪辑,4,0.875,TRUE
空间氛围,5,0.691,FALSE
舒服松弛,5,0.869,TRUE
空间美,3,0.735,TRUE
水边舒服,5,0.799,TRUE
码头,2,0.934,TRUE
通透视野,5,0.823,TRUE
现代历史穿行,5,0.909,TRUE
出品,3,0.919,TRUE
服务,2,0.598,FALSE
花花世界,3,0.78,TRUE
生态,3,0.888,TRUE
城市绿地,3,0.683,FALSE
水系,3,0.911,TRUE
生态绿地,3,0.852,TRUE
活动策划,4,0.678,FALSE
人流量,5,0.738,TRUE
舒适度,5,0.874,TRUE
步行距离,2,0.851,TRUE
规划开发,5,0.612,FALSE
古镇模版,3,0.926,TRUE
手摇船,4,0.793,TRUE
筇所,2,0.949,TRUE
糖晶,3,0.873,TRUE
玉兰蛋糕,3,0.825,TRUE
时令春鲜,3,0.927,TRUE
烛火,3,0.852,TRUE
浪漫春天,5,0.757,TRUE
江南小桥流水,3,0.863,TRUE
短暂,5,0.867,TRUE
适宜季节,5,0.763,TRUE
微风阵阵,3,0.933,TRUE
傍晚,5,0.874,TRUE
夜色撩人,5,0.796,TRUE
风景如画,5,0.937,TRUE
露天餐厅,2,0.718,FALSE
用餐,2,0.872,TRUE
古镇江南水乡,3,0.908,TRUE
商业街区,2,0.873,TRUE
露天座位,2,0.67,FALSE
上海适宜季节,5,0.838,TRUE
古色古香,3,1,TRUE
逛一逛,4,0.877,TRUE
品尝,4,0.883,TRUE
撩人夜色,5,0.823,TRUE
人来人往,5,0.783,TRUE
简单美好,5,0.877,TRUE
人文,3,0.812,TRUE
现代商业,5,0.875,TRUE
选择丰富,5,0.907,TRUE
放心,5,0.944,TRUE
业态,2,0.768,TRUE
街道,3,0.991,TRUE
主题,3,0.819,TRUE
春日元素,3,0.801,TRUE
拍照点,2,0.687,FALSE
处处皆景,3,0.792,TRUE
处处可拍,5,0.741,TRUE
卖花,4,0.513,FALSE
五颜六色,3,0.875,TRUE
花,3,0.949,TRUE
太阳,3,0.901,TRUE
茉酸奶,3,0.89,TRUE
芝士牛肉卷,3,0.834,TRUE
装置,2,0.709,FALSE
游乐园,2,0.724,TRUE
有意思,5,0.781,TRUE
玩秋千,4,0.868,TRUE
走红毯,4,0.699,FALSE
浓浓商业味,5,0.784,TRUE
客流,5,0.914,TRUE
灵蛇灯,3,0.848,TRUE
古桥,3,0.98,TRUE
流水,3,0.977,TRUE
非遗传承人,3,0.701,FALSE
手工打造,2,0.844,TRUE
巨型,3,0.788,TRUE
祥云,3,0.869,TRUE
年味,5,0.951,TRUE
蛇影灯,3,0.78,TRUE
蛇纹,3,0.703,FALSE
红色鲤鱼灯,3,0.813,TRUE
灵蛇,3,0.782,TRUE
豫园,3,0.932,TRUE
摩肩接踵,5,0.776,TRUE
沉浸式春节,4,0.694,FALSE
年味淡,5,0.899,TRUE
巳物影江南年,5,0.925,TRUE
古镇气质,5,0.927,TRUE
步行即可到达,5,0.695,FALSE
交通十分便捷,5,0.476,FALSE
起源可以追溯到1400多年前的隋朝,3,0.54,FALSE
古镇遗韵与现代生活完美融合,5,0.842,TRUE
商业面积虽然不大,5,0.845,TRUE
超23万平米的绿地和丰沛的自然水系,3,0.684,FALSE
独特的购物体验,5,0.672,FALSE
近20家上海及全国首店,2,0.548,FALSE
60+家区域首店,2,0.584,FALSE
商品种类,2,0.773,TRUE
江南水乡的韵味,5,0.899,TRUE
在地美食品牌,3,0.799,TRUE
记忆中的江南味道,5,0.709,FALSE
可可爱爱,5,0.87,TRUE
心情愉快,5,0.933,TRUE
HARMAY话梅,2,0.827,TRUE
面包工坊,2,0.698,FALSE
店中店,2,0.745,TRUE
专属定制,4,0.676,FALSE
产品,2,0.783,TRUE
潮汕融合餐厅,2,0.694,FALSE
满坐,2,0.752,TRUE
香椿豆腐,3,0.782,TRUE
春天的气息,5,0.845,TRUE
海鱼,3,0.863,TRUE
鲜味,3,0.906,TRUE
砂锅妙龄乳鸽,3,0.877,TRUE
特色,3,1,TRUE
肉质鲜嫩多汁,3,0.919,TRUE
冰皮抹茶糕,3,0.88,TRUE
桂花酒酿米浆,3,0.828,TRUE
口感清甜,3,0.871,TRUE
凤凰单枞,3,0.865,TRUE
聊天品茗,2,0.703,FALSE
春色,3,0.893,TRUE
粉龙蛇,3,0.806,TRUE
新老建筑,3,0.87,TRUE
沿河岸,3,0.987,TRUE
空间肌理,3,0.615,FALSE
历史建筑,3,1,TRUE
凤来桥,3,0.958,TRUE
现代设计,3,0.728,TRUE
布局,3,0.751,TRUE
新春庙会,4,0.815,TRUE
上海话方言报站,3,0.905,TRUE
玻璃幕墙,2,0.679,FALSE
摇橹船,2,0.933,TRUE
晚霞,3,0.925,TRUE
水墨江南,3,0.931,TRUE
摩登幻境,5,0.849,TRUE
古戏台,3,1,TRUE
绿竹,3,0.882,TRUE
几何切割,3,0.572,FALSE
水巷咖啡馆,2,0.733,TRUE
夕阳,3,0.95,TRUE
鎏金拿铁,3,0.686,FALSE
光影墙,2,0.742,TRUE
树影,3,0.839,TRUE
斑驳,3,0.812,TRUE
泼墨成诗,5,0.814,TRUE
石板桥,3,0.956,TRUE
天空之镜,3,0.788,TRUE
玻璃廊桥,2,0.83,TRUE
克莱因蓝,3,0.746,TRUE
倒影,3,0.878,TRUE
金色潮汐,3,0.875,TRUE
马头墙,3,0.947,TRUE
灯笼,3,1,TRUE
江南会客厅,2,0.825,TRUE
复古原貌,3,0.882,TRUE
魔都,3,0.855,TRUE
南洋旧梦,5,0.666,FALSE
传统海派,3,0.737,TRUE
时尚摩登,5,0.847,TRUE
一步一景,5,0.781,TRUE
户外泳池,2,0.543,FALSE
绿意盎然,3,0.738,TRUE
中式茶艺室,2,0.818,TRUE
西式壁炉,3,0.652,FALSE
雪茄吧,2,0.682,FALSE
主题房型,2,0.71,FALSE
用餐环境,2,0.822,TRUE
高颜值,5,0.831,TRUE
美味,3,0.987,TRUE
花鸟水集,3,0.66,FALSE
细雨,3,0.957,TRUE
美出了新高度,5,0.643,FALSE
水很干净,3,0.609,FALSE
商业发达,5,0.862,TRUE
灯光好看,5,0.898,TRUE
灯光秀,4,1,TRUE
环境古色古香,3,0.8,TRUE
黄金蟹粉板面,3,0.689,FALSE
鲜虾小馄饨,3,0.903,TRUE
环境复古港风,3,0.776,TRUE
香芒雪糕拉面,3,0.879,TRUE
份量很足,5,0.74,TRUE
湖景,3,0.961,TRUE
古镇风光,3,0.858,TRUE
适合拍照,4,0.965,TRUE
靠河的咖啡店,2,0.787,TRUE
差馆,2,0.903,TRUE
边逛边休息,4,0.837,TRUE
古镇风建筑,3,0.861,TRUE
姨姨们,5,0.867,TRUE
舒适圈,5,0.771,TRUE
社交贴贴,4,0.689,FALSE
离市区近,5,0.82,TRUE
乌镇风光,3,0.848,TRUE
免费的儿童乐园,2,0.505,FALSE
好逛的市集,2,0.725,TRUE
环境不错,5,0.787,TRUE
味道也不错的餐厅,3,0.699,FALSE
FoodieTempo美时蟠龙天地店,2,0.766,TRUE
河边的景观位,2,0.884,TRUE
二楼的户外景观位,2,0.643,FALSE
酱烤猪肋排,3,0.86,TRUE
鹅肝蘑菇烩饭,3,0.75,TRUE
仿古建筑,3,0.978,TRUE
春日主题装置,2,0.739,TRUE
南墅泾码头,2,0.846,TRUE
香花桥旁,3,0.931,TRUE
余德耀美术馆油菜花田,3,0.792,TRUE
素心,3,0.902,TRUE
寂静,5,0.918,TRUE
诗和远方,5,1,TRUE
生活的美好,5,0.871,TRUE
内心的平静,5,0.917,TRUE
踏春,4,0.724,TRUE
生命力,5,0.624,FALSE
花瓣,3,0.934,TRUE
微光,5,0.878,TRUE
烦恼,5,0.804,TRUE
跳跃,4,0.572,FALSE
生机勃勃,5,0.934,TRUE
春日氛围,5,0.924,TRUE
樱花季,3,0.836,TRUE
朋友,5,1,TRUE
人造古镇,3,0.938,TRUE
商户,2,0.759,TRUE
人气最旺,5,0.826,TRUE
建议,5,0.719,FALSE
哇R,5,0.837,TRUE
古镇化的商场,2,0.818,TRUE
千年古镇,3,0.886,TRUE
保留,5,0.783,TRUE
艺术展览,2,0.749,TRUE
户外运动,4,0.525,FALSE
网红餐饮,2,0.676,FALSE
年轻人扎堆,5,0.775,TRUE
微度假胜地,5,0.709,FALSE
老粮仓,2,0.849,TRUE
先锋展览,2,0.836,TRUE
BlueBottle咖啡,2,0.773,TRUE
百年老宅,3,0.766,TRUE
天井,3,1,TRUE
户外马场,2,0.623,FALSE
皮划艇,4,0.946,TRUE
周末市集,4,0.842,TRUE
汉服活动,4,0.711,FALSE
非遗叶榭软糕,3,0.914,TRUE
后花园,3,0.82,TRUE
凉亭,2,0.841,TRUE
水汽,3,0.829,TRUE
冰推车,4,0.651,FALSE
汽水饮料,2,0.813,TRUE
草地音乐,4,0.53,FALSE
穿越花海,3,0.817,TRUE
休息,2,0.814,TRUE
巨美,5,0.871,TRUE
巨划算,5,0.752,TRUE
涵春桥,3,0.979,TRUE
鸟亭,2,0.884,TRUE
叽叽喳喳,5,0.942,TRUE
春天的活力,5,0.883,TRUE
热闹非凡,5,0.802,TRUE
春日气息,5,0.925,TRUE
熙熙攘攘,5,0.918,TRUE
初春,3,0.866,TRUE
CityPet宠物巡游,4,0.506,FALSE
狗狗车队,2,0.481,FALSE
小狗荡秋千,4,0.696,FALSE
吧唧风铃DIY,4,0.884,TRUE
情绪小补丁,5,0.78,TRUE
rua狗,4,0.8,TRUE
春日晒太阳,4,0.678,FALSE
宠物互动体验,2,0.474,FALSE
天地绿动生活节,4,0.755,TRUE
绿心社区好绿友计划,5,0.529,FALSE
自带杯买咖啡,2,0.826,TRUE
徒步逛宠物集市,4,0.569,FALSE
绿色消费,5,0.461,FALSE
活动签到,4,0.589,FALSE
积攒??心,5,0.723,TRUE
再生材料,2,0.524,FALSE
春日疗愈小礼,5,0.807,TRUE
艾草按摩捶,2,0.684,FALSE
种子卡片,2,0.736,TRUE
环保,5,0.804,TRUE
贴心,5,0.961,TRUE
打工人的松弛游乐场,5,0.573,FALSE
无意间发现,5,0.806,TRUE
宝藏商圈,2,0.845,TRUE
非常好逛,5,0.898,TRUE
水干净,3,0.804,TRUE
评弹,3,0.714,FALSE
花灯,3,0.923,TRUE
原生故事,3,0.882,TRUE
建筑历史,3,0.942,TRUE
美轮美奂,3,0.843,TRUE
高雅动听,5,0.924,TRUE
古曲新声,3,0.816,TRUE
天工织物,3,0.86,TRUE
美学体验,5,0.816,TRUE
精美绝伦,5,0.894,TRUE
琳琅满目,5,0.776,TRUE
江南风物,3,0.961,TRUE
微度假心情,5,0.728,TRUE
新春年味,5,0.844,TRUE
灯会,4,0.967,TRUE
大型蛇年灯组,3,0.633,FALSE
巨型鱼灯,3,0.782,TRUE
大号灯笼,2,0.906,TRUE
紫色灯组,2,0.768,TRUE
星愿树,3,0.77,TRUE
打卡点,2,1,TRUE
新春灯海,3,0.848,TRUE
乙巳庙会,3,0.899,TRUE
非遗表演,3,0.722,TRUE
蛇年新春氛围,5,0.691,FALSE
紫色灯笼,2,0.8,TRUE
巨型灵蛇,3,0.713,FALSE
限定印章,2,0.662,FALSE
蟠龙水集乙巳庙会,3,0.852,TRUE
拓印活动,4,0.691,FALSE
新年活动,4,0.603,FALSE
非遗演出,3,0.737,TRUE
天黑,5,0.801,TRUE
孩子们,5,0.763,TRUE
花式炸街,4,0.796,TRUE
吸睛,5,0.949,TRUE
吧唧许愿签,3,0.79,TRUE
幸福感,5,0.782,TRUE
女粉,5,0.86,TRUE
撸,4,0.948,TRUE
结婚登记仪式,4,0.759,TRUE
花瀑,3,0.899,TRUE
老爷爷摇橹,4,0.673,FALSE
木质桥体,3,0.777,TRUE
樱花同框,3,0.883,TRUE
河道纵深,3,0.903,TRUE
桥面樱花倒影,3,0.801,TRUE
镜花水月,3,0.724,TRUE
金鱼缸,2,0.798,TRUE
光斑,3,0.776,TRUE
人群,5,0.732,TRUE
天然滤镜,3,0.504,FALSE
古亭飞檐,3,0.876,TRUE
灵鸟群,3,0.81,TRUE
知否片场,3,0.801,TRUE
滨水,3,0.85,TRUE
桥边,3,0.969,TRUE
砾石区,3,0.75,TRUE
模型,2,0.602,FALSE
玉米画,3,0.637,FALSE
海娜,3,0.782,TRUE
科研机构,2,0.592,FALSE
国庆,4,0.814,TRUE
下雨天,5,0.769,TRUE
带小孩,4,0.619,FALSE
年轻人,5,0.8,TRUE
中老年群体,5,0.761,TRUE
零食,3,0.839,TRUE
手工,3,0.744,TRUE
甜酒,3,0.937,TRUE
香水,3,0.807,TRUE
个性,5,0.783,TRUE
摊主,2,0.751,TRUE
心血,5,0.636,FALSE
小工艺品,2,0.885,TRUE
梅见,3,0.919,TRUE
投壶,4,0.883,TRUE
南丰城,2,0.905,TRUE
中秋集市,4,0.682,FALSE
香包,3,0.895,TRUE
走廊,2,0.869,TRUE
五子棋,4,0.809,TRUE
体验性,5,0.792,TRUE
茶杯,2,0.94,TRUE
花车巡游,4,0.721,TRUE
老司机,4,0.622,FALSE
遛狗胜地,2,0.616,FALSE
车位,2,0.643,FALSE
宠物秋千,2,0.834,TRUE
萌宠大茶杯,2,0.9,TRUE
宠物吧唧许愿树,2,0.71,FALSE
宠物花车巡游,4,0.513,FALSE
春花,3,0.924,TRUE
繁花瀑布,3,0.881,TRUE
文鸟,3,0.845,TRUE
鱼跃霓裳,3,0.86,TRUE
水上花船巡游,4,0.736,TRUE
灯光,2,0.886,TRUE
摩登店铺,2,0.703,FALSE
日式清新,3,0.783,TRUE
江南水乡plus版,3,0.871,TRUE
复原蟠龙港,3,0.827,TRUE
历史景观,3,0.935,TRUE
文化遗址,3,0.953,TRUE
夜间灯光,3,0.993,TRUE
蟠龙湾游船,4,0.791,TRUE
当代艺术展览,3,0.821,TRUE
网红旋转楼梯,2,0.636,FALSE
猫空书店,2,0.618,FALSE
木墨家居,2,0.831,TRUE
手作农夫市集,4,0.568,FALSE
汉服巡游,4,0.67,FALSE
无动力儿童游乐区,2,0.575,FALSE
沉浸式感受,5,1,TRUE
文艺与商业融合,5,0.706,FALSE
亲子友好体验,5,0.661,FALSE
撑船,4,0.875,TRUE
划行,4,0.92,TRUE
船,2,0.916,TRUE
五彩缤纷,5,0.923,TRUE
好天气,5,0.921,TRUE
天气很好,5,0.898,TRUE
水上表演,4,0.728,TRUE
歌剧,3,0.782,TRUE
潜水员,4,0.576,FALSE
装扮,5,0.855,TRUE
小玩意,3,0.836,TRUE
夏天夜晚,5,0.835,TRUE
躲避炎热,5,0.753,TRUE
饭后散步,4,0.679,FALSE
帐篷,2,0.577,FALSE
绿植,3,0.742,TRUE
露营灯,2,0.903,TRUE
户外,2,0.809,TRUE
空间,2,0.686,FALSE
宽敞,2,0.657,FALSE
大长桌,2,0.536,FALSE
团建,4,0.867,TRUE
温馨,5,1,TRUE
烤肉,3,0.813,TRUE
种类繁多,3,0.619,FALSE
新鲜,5,0.684,FALSE
牛肉,3,0.788,TRUE
羊肉,3,0.974,TRUE
五花肉,3,0.935,TRUE
色泽诱人,3,0.841,TRUE
纹理清晰,3,0.76,TRUE
烤盘,2,0.813,TRUE
滋滋冒油,3,0.815,TRUE
香气扑鼻,5,0.893,TRUE
热情,5,0.889,TRUE
周到,5,0.939,TRUE
细心,5,0.899,TRUE
用餐感受,5,0.81,TRUE
响应,4,0.695,FALSE
露天,2,0.801,TRUE
连锁,2,0.753,TRUE
围炉烧烤,4,0.714,FALSE
小朋友,5,0.79,TRUE
寺庙,2,0.79,TRUE
学骑马,4,0.45,FALSE
猫咖,2,0.755,TRUE
狗咖,2,0.691,FALSE
便利店,2,0.699,FALSE
卫生间,2,0.523,FALSE
传统江南水乡,3,0.914,TRUE
新中式古典美,3,0.81,TRUE
小资浪漫情调,5,0.845,TRUE
所有年龄段,5,0.808,TRUE
溜达,4,0.862,TRUE
节假日,5,0.788,TRUE
集市活动,4,0.706,FALSE
城市的记忆,5,0.766,TRUE
高颜菜场,2,0.915,TRUE
灵气所在,5,0.891,TRUE
老字号,3,0.839,TRUE
品质网红,5,0.667,FALSE
口碑名店,2,0.709,FALSE
菜场茶馆夜宵,2,0.799,TRUE
麻辣烫,3,0.867,TRUE
葱油饼,3,0.926,TRUE
黄泥螺,3,0.935,TRUE
烧腊,3,0.956,TRUE
大壶春生煎,3,0.847,TRUE
艺术品,3,0.811,TRUE
油条,3,0.837,TRUE
蒸屉,3,0.612,FALSE
竹簸箩,2,0.829,TRUE
精致烟火气,5,0.932,TRUE
落日,3,0.864,TRUE
水域视野开阔,3,0.761,TRUE
芒草,3,0.904,TRUE
粉黛,3,0.875,TRUE
画面,5,0.816,TRUE
闪闪发光,5,0.92,TRUE
世纪落日,3,0.85,TRUE
木屋,2,0.756,TRUE
洞穴,3,0.735,TRUE
白橡木,2,0.743,TRUE
手工陶砖,3,0.717,FALSE
木纹混凝土,3,0.659,FALSE
自然朴素之美,5,0.79,TRUE
养宠人的天堂,5,0.802,TRUE
天气好,5,0.916,TRUE
骑马,4,0.552,FALSE
宠物巡游,4,0.546,FALSE
打工怨气,5,0.625,FALSE
松弛游乐场,2,0.808,TRUE
套圈圈,4,0.763,TRUE
写对联,4,0.808,TRUE
拓印,4,0.802,TRUE
糖画,3,0.93,TRUE
打钱眼,3,0.782,TRUE
飞镖,2,0.824,TRUE
打年糕,3,0.934,TRUE
滑滑梯,2,0.784,TRUE
跷跷板,2,0.631,FALSE
沙坑,2,0.72,FALSE
洞洞屋,2,0.667,FALSE
床,2,0.56,FALSE
弹簧网,2,0.787,TRUE
独木桥,3,0.985,TRUE
攀爬支柱,4,0.644,FALSE
转转床,2,0.608,FALSE
平衡弹力桥,2,0.828,TRUE
小喷泉,2,0.756,TRUE
狗狗乐园,2,0.702,FALSE
铁艺造型,2,0.692,FALSE
面包界的爱马仕刺客生吐司,3,0.774,TRUE
软糯,3,0.934,TRUE
羡慕哭了,5,0.859,TRUE
爱,5,0.804,TRUE
一叠纸片,2,0.636,FALSE
错峰时段,5,0.69,FALSE
石桥石板路,3,0.901,TRUE
四叶草酒店,2,0.892,TRUE
旅行团略多,5,0.736,TRUE
大厅有一点点嘈杂,5,0.605,FALSE
熟悉地形,4,0.711,FALSE
看夕阳花灯夜景,4,0.826,TRUE
人流量尚可,5,0.634,FALSE
奥乐齐买点,2,0.659,FALSE
避开人流高峰,5,0.617,FALSE
古镇风情,3,0.941,TRUE
排泄物收集袋,2,0.757,TRUE
过滤水装置,2,0.685,FALSE
露营,4,0.714,FALSE
同心乐园,2,0.868,TRUE
棒球场,2,0.53,FALSE
滑板公园,2,0.59,FALSE
运动乐园,2,0.677,FALSE
游船体验,4,0.717,FALSE
非遗编织技艺,3,0.815,TRUE
江南游船,4,0.881,TRUE
水乡人家生活,5,0.96,TRUE
天气,5,0.822,TRUE
高处,3,0.883,TRUE
风味,3,0.944,TRUE
乌篷船,2,0.962,TRUE
传统游戏,4,0.62,FALSE
撸狗,4,0.692,FALSE
喂羊驼,4,0.569,FALSE
喂小鹿,4,0.705,FALSE
喝奶茶,4,0.832,TRUE
发会呆,5,0.73,TRUE
拍照打卡点,4,0.929,TRUE
节目,4,0.755,TRUE
送小礼物,5,0.686,FALSE
狗狗聚会,4,0.53,FALSE
玩,4,0.71,FALSE
古与今,5,0.779,TRUE
复古,3,0.923,TRUE
洋气,5,0.895,TRUE
光线柔和,5,1,TRUE
室外拍照,4,0.803,TRUE
微风拂面,5,0.877,TRUE
人少,5,0.881,TRUE
家,2,0.835,TRUE
住在,4,0.815,TRUE
出门,4,0.911,TRUE
即是,5,0.816,TRUE
家乡的味道,5,0.78,TRUE
头牌菜,3,0.925,TRUE
鲜嫩多汁,3,0.899,TRUE
葱香浓郁,3,0.817,TRUE
经典,5,0.806,TRUE
蒜瓣状,3,0.781,TRUE
嫩滑Q弹,3,0.814,TRUE
古法腌制,3,0.836,TRUE
手工制作,3,0.772,TRUE
鲜掉眉毛,3,0.801,TRUE
鲜上加鲜,3,0.925,TRUE
酸汤开胃,3,0.69,FALSE
牛肉嫩滑,3,0.847,TRUE
醇厚鲜香,3,0.953,TRUE
酥脆掉渣,3,0.787,TRUE
色泽红亮,3,1,TRUE
酱香浓郁,3,0.944,TRUE
紧实有嚼劲,3,0.851,TRUE
拍照打卡,4,0.891,TRUE
热情周到,5,0.88,TRUE
体验感拉满,5,0.801,TRUE
感慨,5,0.86,TRUE
忒吧,5,0.948,TRUE
拥抱春天,5,0.869,TRUE
桥中,3,0.979,TRUE
仙境,3,0.885,TRUE
夜晚,5,0.816,TRUE
暖意,5,0.894,TRUE
入口处,2,0.825,TRUE
自然气息,5,0.79,TRUE
欢快叫声,5,0.865,TRUE
文创,3,0.847,TRUE
逛到停不下来,5,0.754,TRUE
活动,4,0.767,TRUE
闺蜜,5,0.86,TRUE
随手一拍,4,0.853,TRUE
大片,5,0.863,TRUE
雕塑艺术作品,3,0.788,TRUE
