目标词,匹配词,相似度,是否匹配
杂乱的店铺灯光,5+1,0.735,True
小鱼灯,3+4,0.863,True
新年氛围,5+2,0.532,False
汉服小姐姐,4+1,0.571,False
观感,5+2,0.728,True
人巨多,5+1,0.629,False
地方很小,5+1,0.491,False
人挤人,5+2,0.631,False
无人机俯视,4+1,0.503,False
烟花秀,4+1,0.869,True
电子烟花秀,4+1,0.738,True
小心形,5+3,0.709,False
喷火,4+1,0.71,False
宣传效果,5+1,0.608,False
导航,2+3,0.618,False
地铁2号线,2+3,0.77,True
地铁10号线,2+3,0.768,True
重映,4+1,0.806,True
雅扇,3+4,0.892,True
非遗技艺,3+3,0.731,True
杭扇,3+4,0.902,True
制扇技艺,3+3,0.711,False
对话,4+1,0.646,False
地铁,2+3,0.574,False
游船路线,4+1,0.814,True
坝子桥,3+2,0.931,True
船票,2+3,0.636,False
游船时间,4+1,0.775,True
Citywalk路线,4+1,0.675,False
德寿宫,3+2,0.87,True
胡雪岩故居,3+2,0.827,True
望仙阁,2+1,0.905,True
故宫,3+2,0.789,True
茶世界观,2+1,0.839,True
茶文化,3+3,0.584,False
精品文物展,3+3,0.689,False
明清画卷,3+2,0.906,True
音乐节,4+1,0.668,False
烟花瀑布,3+1,0.712,False
元旦,4+1,0.778,True
跨年,4+1,0.787,True
活动合集,4+1,0.582,False
跨年夜活动,4+1,0.761,True
回应,5+3,0.775,True
玩,4+1,0.689,False
茶,2+1,0.908,True
龙坞,3+2,0.921,True
绿城,3+2,0.736,True
龙坞茶镇,3+2,0.764,True
九街,2+1,0.748,True
春日雅集,4+1,0.787,True
赛博风筝,4+1,0.625,False
瓶窑老街,3+2,0.805,True
非遗大戏,3+3,0.814,True
一周年,5+3,0.649,False
向上生长,3+1,0.512,False
焕新,5+1,0.886,True
祥符美学生活,3+3,0.783,True
合集,3+5,0.762,True
蛇舞,4+1,0.687,False
龙坞绿城,2+1,0.804,True
美好产业,5+1,0.604,False
暴涨,5+1,0.792,True
发卡,2+3,0.828,True
火了,5+2,0.671,False
太湖,3+1,0.849,True
紫砂,3+4,0.546,False
大佛,3+2,0.872,True
园林,3+2,0.724,True
历史韵味,3+2,0.971,True
银行,2+1,0.511,False
小学,2+1,0.677,False
自己,5+3,0.809,True
重生,5+3,0.644,False
卖盖饭,3+4,0.796,True
麻辣烫,3+4,0.867,True
炒面,3+4,0.892,True
爽文,5+3,0.945,True
外卖,2+3,0.715,False
强国有我,5+3,0.716,False
龙腾,3+3,0.899,True
新玩法,4+1,0.627,False
百人长桌宴,3+4,0.508,False
迎重阳,4+1,0.837,True
向上,5+3,0.696,False
生长,3+1,0.538,False
美学,5+2,0.693,False
生活,5+2,0.864,True
建筑风格,3+2,0.729,True
生活环境,5+2,0.812,True
文化氛围,5+2,0.802,True
携手,5+3,0.784,True
再迈步,4+1,0.69,False
共富,5+1,0.604,False
奔未来,5+3,0.601,False
菊花精品展,3+4,0.819,True
菊花艺术展,3+4,0.832,True
老街,3+2,1.0,True
重阳,3+3,0.887,True
引领,5+2,0.767,True
风尚,5+2,0.781,True
共话,5+2,0.753,True
百日庆典,4+1,0.751,True
五云山,3+1,0.674,False
千年银杏,3+1,0.696,False
老市井,5+2,0.802,True
新烟火,5+2,0.704,False
新范本,3+3,0.665,False
小桥流水,3+1,1.0,True
